TestID,WorkOrderNumber,ProductCode,TestDate,TestTime,TestType,TestParameter,SpecificationMin,SpecificationMax,ActualValue,Result,InspectorID,BatchLotNumber,SampleSize
QC20250820889,WO20250820299,PRINTER_CN459,2025-08-20,09:43:36,Final,Page Yield,450.0,500.0,407.0,Fail,QC002,LOT20250820067,15
QC20250820890,WO20250820434,PRINTER_BR918,2025-08-20,15:00:08,Incoming,Dimension Check,1.0,1.0,0.0,Fail,QC002,LOT20250820059,25
QC20250820891,WO20250820337,PRINTER_EP191,2025-08-20,08:43:57,Final,Temperature Resistance,1.0,1.0,1.0,Pass,QC002,LOT20250820087,15
QC20250820892,WO20250820137,PRINTER_EP960,2025-08-20,08:28:48,Outgoing,Dimension Check,1.0,1.0,1.0,Pass,QC005,LOT20250820068,25
QC20250820893,WO20250820498,PRINTER_LX950,2025-08-20,10:41:45,In-Process,Ink Volume,8.5,9.5,9.41,Conditional Pass,QC001,LOT20250820059,10
QC20250820894,WO20250820348,PRINTER_HP948,2025-08-20,12:01:49,Final,Dimension Check,1.0,1.0,0.0,Fail,QC002,LOT20250820038,20
QC20250820895,WO20250820055,PRINTER_BR376,2025-08-20,15:34:44,Incoming,Page Yield,450.0,500.0,424.0,Fail,QC001,LOT20250820089,15
QC20250820896,WO20250820283,PRINTER_BR419,2025-08-20,15:05:33,Outgoing,Page Yield,450.0,500.0,469.0,Pass,QC004,LOT20250820017,15
QC20250820897,WO20250820154,PRINTER_BR061,2025-08-20,12:36:35,Outgoing,Dimension Check,1.0,1.0,0.0,Fail,QC001,LOT20250820016,25
QC20250820898,WO20250820238,PRINTER_BR798,2025-08-20,08:14:15,In-Process,Temperature Resistance,1.0,1.0,1.0,Pass,QC006,LOT20250820037,15
QC20250820899,WO20250820115,PRINTER_HP475,2025-08-20,11:08:19,Outgoing,Leak Test,1.0,1.0,1.0,Pass,QC003,LOT20250820077,5
QC20250820900,WO20250820387,PRINTER_CN655,2025-08-20,08:16:51,In-Process,Weight Check,1.0,1.0,0.0,Fail,QC004,LOT20250820080,25
QC20250820901,WO20250820450,PRINTER_LX956,2025-08-20,17:36:09,Final,Leak Test,1.0,1.0,0.0,Fail,QC001,LOT20250820037,25
QC20250820902,WO20250820063,PRINTER_HP952,2025-08-20,11:03:05,Outgoing,Page Yield,450.0,500.0,462.0,Pass,QC001,LOT20250820034,15
QC20250820903,WO20250820353,PRINTER_BR836,2025-08-20,13:06:32,Incoming,Color Density,75.0,95.0,83.9,Pass,QC004,LOT20250820008,5
QC20250820904,WO20250820126,PRINTER_EP248,2025-08-20,15:17:12,In-Process,Temperature Resistance,1.0,1.0,1.0,Pass,QC004,LOT20250820038,5
QC20250820905,WO20250820498,PRINTER_EP216,2025-08-20,14:08:20,Incoming,Color Density,75.0,95.0,76.2,Pass,QC003,LOT20250820034,5
QC20250820906,WO20250820327,PRINTER_HP117,2025-08-20,17:53:58,Incoming,Color Density,75.0,95.0,70.8,Conditional Pass,QC001,LOT20250820032,20
QC20250820907,WO20250820333,PRINTER_LX209,2025-08-20,08:50:02,Final,Color Density,75.0,95.0,75.3,Pass,QC003,LOT20250820034,10
QC20250820908,WO20250820332,PRINTER_BR803,2025-08-20,15:41:15,Final,Chip Function,1.0,1.0,1.0,Pass,QC003,LOT20250820100,20
QC20250820909,WO20250820062,PRINTER_HP853,2025-08-20,14:06:43,Final,Durability,1.0,1.0,1.0,Pass,QC002,LOT20250820053,5
QC20250820910,WO20250820274,PRINTER_EP872,2025-08-20,13:20:13,Outgoing,Temperature Resistance,1.0,1.0,0.0,Fail,QC002,LOT20250820093,25
QC20250820911,WO20250820189,PRINTER_HP547,2025-08-20,09:17:54,Final,Print Quality,85.0,100.0,80.5,Fail,QC002,LOT20250820045,25
QC20250820912,WO20250820190,PRINTER_LX236,2025-08-20,13:32:03,In-Process,Temperature Resistance,1.0,1.0,0.0,Fail,QC001,LOT20250820044,5
QC20250820913,WO20250820475,PRINTER_BR324,2025-08-20,08:55:31,Incoming,Durability,1.0,1.0,1.0,Pass,QC003,LOT20250820034,15
QC20250820914,WO20250820467,PRINTER_CN367,2025-08-20,10:17:45,Outgoing,Dimension Check,1.0,1.0,1.0,Pass,QC003,LOT20250820100,15
QC20250820915,WO20250820290,PRINTER_BR271,2025-08-20,17:15:02,Final,Leak Test,1.0,1.0,1.0,Pass,QC001,LOT20250820056,5
QC20250820916,WO20250820198,PRINTER_LX545,2025-08-20,16:59:08,Outgoing,Page Yield,450.0,500.0,539.0,Fail,QC006,LOT20250820086,20
QC20250820917,WO20250820187,PRINTER_EP822,2025-08-20,11:31:29,In-Process,Weight Check,1.0,1.0,1.0,Pass,QC003,LOT20250820084,20
QC20250820918,WO20250820011,PRINTER_LX104,2025-08-20,10:07:01,Final,Print Quality,85.0,100.0,89.0,Pass,QC003,LOT20250820046,10
QC20250820919,WO20250820309,PRINTER_BR045,2025-08-20,09:48:27,Incoming,Durability,1.0,1.0,0.0,Fail,QC006,LOT20250820096,15
QC20250820920,WO20250820240,PRINTER_HP451,2025-08-20,17:09:25,In-Process,Temperature Resistance,1.0,1.0,0.0,Fail,QC003,LOT20250820026,5
QC20250820921,WO20250820352,PRINTER_BR793,2025-08-20,08:13:08,Final,Print Quality,85.0,100.0,94.5,Pass,QC006,LOT20250820089,25
QC20250820922,WO20250820153,PRINTER_CN691,2025-08-20,17:32:59,Final,Page Yield,450.0,500.0,439.0,Fail,QC005,LOT20250820046,10
QC20250820923,WO20250820352,PRINTER_CN438,2025-08-20,09:50:54,Outgoing,Durability,1.0,1.0,1.0,Pass,QC006,LOT20250820034,15
QC20250820924,WO20250820475,PRINTER_EP620,2025-08-20,13:45:39,Final,Dimension Check,1.0,1.0,0.0,Fail,QC006,LOT20250820025,5
QC20250820925,WO20250820253,PRINTER_EP698,2025-08-20,10:28:46,Incoming,Weight Check,1.0,1.0,0.0,Fail,QC002,LOT20250820088,15
QC20250820926,WO20250820462,PRINTER_HP166,2025-08-20,11:38:13,Outgoing,Color Density,75.0,95.0,84.3,Pass,QC004,LOT20250820035,5
QC20250820927,WO20250820393,PRINTER_EP042,2025-08-20,12:46:59,Outgoing,Temperature Resistance,1.0,1.0,1.0,Pass,QC002,LOT20250820071,20
QC20250820928,WO20250820119,PRINTER_LX082,2025-08-20,09:01:22,Incoming,Color Density,75.0,95.0,91.2,Pass,QC005,LOT20250820092,25
QC20250820929,WO20250820083,PRINTER_HP489,2025-08-20,12:43:40,Final,Durability,1.0,1.0,1.0,Pass,QC005,LOT20250820092,10
QC20250820930,WO20250820227,PRINTER_BR503,2025-08-20,15:50:17,In-Process,Chip Function,1.0,1.0,0.0,Fail,QC003,LOT20250820028,10
QC20250820931,WO20250820420,PRINTER_BR199,2025-08-20,10:45:28,In-Process,Durability,1.0,1.0,1.0,Pass,QC005,LOT20250820024,5
QC20250820932,WO20250820423,PRINTER_EP123,2025-08-20,08:00:08,Outgoing,Print Quality,85.0,100.0,89.7,Pass,QC001,LOT20250820033,10
QC20250820933,WO20250820458,PRINTER_EP977,2025-08-20,16:24:56,Outgoing,Temperature Resistance,1.0,1.0,0.0,Fail,QC001,LOT20250820047,15
QC20250820934,WO20250820244,PRINTER_CN115,2025-08-20,08:22:11,Incoming,Weight Check,1.0,1.0,0.0,Fail,QC004,LOT20250820029,5
QC20250820935,WO20250820341,PRINTER_LX371,2025-08-20,08:30:39,In-Process,Chip Function,1.0,1.0,1.0,Pass,QC002,LOT20250820014,10
QC20250820936,WO20250820314,PRINTER_BR198,2025-08-20,12:05:47,Final,Weight Check,1.0,1.0,1.0,Pass,QC002,LOT20250820088,20
QC20250820937,WO20250820343,PRINTER_EP622,2025-08-20,08:33:09,Outgoing,Weight Check,1.0,1.0,0.0,Conditional Pass,QC001,LOT20250820061,10
QC20250820938,WO20250820089,PRINTER_HP575,2025-08-20,15:05:55,In-Process,Ink Volume,8.5,9.5,8.81,Pass,QC003,LOT20250820045,10
QC20250820939,WO20250820126,PRINTER_LX659,2025-08-20,13:36:26,Incoming,Color Density,75.0,95.0,77.0,Pass,QC003,LOT20250820080,25
QC20250820940,WO20250820265,PRINTER_BR969,2025-08-20,13:07:29,Final,Dimension Check,1.0,1.0,0.0,Fail,QC002,LOT20250820002,25
QC20250820941,WO20250820270,PRINTER_LX059,2025-08-20,14:55:00,Final,Ink Volume,8.5,9.5,8.66,Conditional Pass,QC006,LOT20250820036,5
QC20250820942,WO20250820485,PRINTER_CN956,2025-08-20,08:03:28,Outgoing,Dimension Check,1.0,1.0,1.0,Pass,QC004,LOT20250820042,15
QC20250820943,WO20250820350,PRINTER_LX347,2025-08-20,08:37:21,Incoming,Page Yield,450.0,500.0,485.0,Conditional Pass,QC005,LOT20250820057,10
QC20250820944,WO20250820462,PRINTER_CN401,2025-08-20,14:39:18,Outgoing,Color Density,75.0,95.0,83.4,Pass,QC003,LOT20250820014,25
QC20250820945,WO20250820467,PRINTER_HP295,2025-08-20,10:02:19,In-Process,Weight Check,1.0,1.0,1.0,Pass,QC003,LOT20250820006,15
QC20250820946,WO20250820465,PRINTER_BR150,2025-08-20,09:31:56,Outgoing,Page Yield,450.0,500.0,449.0,Fail,QC005,LOT20250820026,25
QC20250820947,WO20250820463,PRINTER_EP110,2025-08-20,14:50:56,Outgoing,Dimension Check,1.0,1.0,1.0,Pass,QC004,LOT20250820072,25
QC20250820948,WO20250820345,PRINTER_BR578,2025-08-20,16:47:53,Final,Weight Check,1.0,1.0,1.0,Pass,QC005,LOT20250820010,5
QC20250820949,WO20250820028,PRINTER_BR662,2025-08-20,14:29:41,In-Process,Leak Test,1.0,1.0,1.0,Pass,QC005,LOT20250820058,25
QC20250820950,WO20250820121,PRINTER_LX461,2025-08-20,16:39:57,Final,Chip Function,1.0,1.0,1.0,Pass,QC001,LOT20250820021,15
QC20250820951,WO20250820295,PRINTER_CN900,2025-08-20,09:27:47,Final,Temperature Resistance,1.0,1.0,0.0,Fail,QC003,LOT20250820032,20
QC20250820952,WO20250820280,PRINTER_HP277,2025-08-20,15:00:18,Incoming,Dimension Check,1.0,1.0,0.0,Fail,QC001,LOT20250820066,20
QC20250820953,WO20250820192,PRINTER_BR806,2025-08-20,17:11:27,In-Process,Print Quality,85.0,100.0,100.0,Pass,QC002,LOT20250820086,10
QC20250820954,WO20250820241,PRINTER_CN988,2025-08-20,13:49:31,Incoming,Color Density,75.0,95.0,80.9,Pass,QC002,LOT20250820010,10
QC20250820955,WO20250820437,PRINTER_CN005,2025-08-20,08:35:49,Final,Dimension Check,1.0,1.0,1.0,Pass,QC001,LOT20250820048,10
QC20250820956,WO20250820073,PRINTER_EP186,2025-08-20,13:49:24,Outgoing,Print Quality,85.0,100.0,75.2,Fail,QC006,LOT20250820001,15
QC20250820957,WO20250820470,PRINTER_BR831,2025-08-20,16:13:26,Incoming,Chip Function,1.0,1.0,0.0,Fail,QC003,LOT20250820010,10
QC20250820958,WO20250820421,PRINTER_BR347,2025-08-20,11:08:37,Final,Leak Test,1.0,1.0,1.0,Pass,QC006,LOT20250820078,20
QC20250820959,WO20250820444,PRINTER_BR836,2025-08-20,08:47:31,Incoming,Leak Test,1.0,1.0,0.0,Conditional Pass,QC003,LOT20250820049,5
QC20250820960,WO20250820426,PRINTER_EP807,2025-08-20,11:15:55,Outgoing,Print Quality,85.0,100.0,104.8,Fail,QC006,LOT20250820076,5
QC20250820961,WO20250820374,PRINTER_BR317,2025-08-20,12:12:24,Outgoing,Ink Volume,8.5,9.5,9.15,Pass,QC004,LOT20250820031,25
QC20250820962,WO20250820467,PRINTER_BR448,2025-08-20,10:55:05,Final,Dimension Check,1.0,1.0,1.0,Pass,QC001,LOT20250820095,15
QC20250820963,WO20250820131,PRINTER_EP854,2025-08-20,16:27:27,Incoming,Weight Check,1.0,1.0,0.0,Fail,QC005,LOT20250820093,20
QC20250820964,WO20250820158,PRINTER_HP281,2025-08-20,10:31:32,Final,Chip Function,1.0,1.0,0.0,Fail,QC006,LOT20250820094,25
QC20250820965,WO20250820258,PRINTER_LX482,2025-08-20,10:26:13,Final,Durability,1.0,1.0,0.0,Fail,QC002,LOT20250820018,10
QC20250820966,WO20250820366,PRINTER_CN591,2025-08-20,17:53:51,In-Process,Ink Volume,8.5,9.5,8.29,Fail,QC001,LOT20250820060,5
QC20250820967,WO20250820109,PRINTER_CN678,2025-08-20,08:18:45,Final,Weight Check,1.0,1.0,1.0,Pass,QC003,LOT20250820054,20
QC20250820968,WO20250820473,PRINTER_BR073,2025-08-20,13:53:52,Final,Ink Volume,8.5,9.5,9.34,Pass,QC006,LOT20250820049,20
QC20250820969,WO20250820004,PRINTER_EP324,2025-08-20,14:35:37,In-Process,Durability,1.0,1.0,0.0,Fail,QC004,LOT20250820088,15
QC20250820970,WO20250820190,PRINTER_BR669,2025-08-20,14:31:58,Outgoing,Leak Test,1.0,1.0,1.0,Pass,QC006,LOT20250820056,20
QC20250820971,WO20250820206,PRINTER_EP493,2025-08-20,14:02:35,Final,Color Density,75.0,95.0,70.3,Fail,QC003,LOT20250820083,10
QC20250820972,WO20250820301,PRINTER_BR319,2025-08-20,13:56:20,In-Process,Ink Volume,8.5,9.5,8.73,Pass,QC005,LOT20250820080,25
QC20250820973,WO20250820266,PRINTER_BR542,2025-08-20,10:37:35,Outgoing,Color Density,75.0,95.0,84.0,Pass,QC003,LOT20250820019,10
QC20250820974,WO20250820003,PRINTER_BR079,2025-08-20,16:23:44,Incoming,Leak Test,1.0,1.0,0.0,Fail,QC005,LOT20250820060,10
QC20250820975,WO20250820331,PRINTER_LX443,2025-08-20,12:02:03,Outgoing,Dimension Check,1.0,1.0,0.0,Fail,QC004,LOT20250820026,25
QC20250820976,WO20250820020,PRINTER_CN167,2025-08-20,09:16:15,Incoming,Chip Function,1.0,1.0,0.0,Fail,QC002,LOT20250820073,10
QC20250820977,WO20250820124,PRINTER_HP919,2025-08-20,09:06:58,Incoming,Weight Check,1.0,1.0,1.0,Pass,QC004,LOT20250820046,15
QC20250820978,WO20250820257,PRINTER_LX332,2025-08-20,13:33:31,Final,Temperature Resistance,1.0,1.0,0.0,Fail,QC003,LOT20250820020,25
QC20250820979,WO20250820202,PRINTER_HP352,2025-08-20,09:17:12,Outgoing,Durability,1.0,1.0,1.0,Pass,QC003,LOT20250820059,25
QC20250820980,WO20250820109,PRINTER_EP075,2025-08-20,15:36:56,In-Process,Weight Check,1.0,1.0,1.0,Pass,QC001,LOT20250820085,10
QC20250820981,WO20250820169,PRINTER_EP993,2025-08-20,14:27:58,Outgoing,Chip Function,1.0,1.0,0.0,Fail,QC005,LOT20250820092,25
QC20250820982,WO20250820182,PRINTER_LX448,2025-08-20,12:04:29,In-Process,Temperature Resistance,1.0,1.0,1.0,Pass,QC006,LOT20250820016,25
QC20250820983,WO20250820315,PRINTER_LX114,2025-08-20,14:08:16,Outgoing,Durability,1.0,1.0,1.0,Pass,QC004,LOT20250820091,10
QC20250820984,WO20250820304,PRINTER_CN403,2025-08-20,16:18:08,Outgoing,Weight Check,1.0,1.0,1.0,Pass,QC004,LOT20250820076,20
QC20250820985,WO20250820098,PRINTER_BR493,2025-08-20,17:46:53,Incoming,Ink Volume,8.5,9.5,9.53,Conditional Pass,QC006,LOT20250820064,5
QC20250820986,WO20250820311,PRINTER_HP696,2025-08-20,17:20:54,In-Process,Print Quality,85.0,100.0,80.6,Fail,QC004,LOT20250820021,5
QC20250820987,WO20250820469,PRINTER_CN128,2025-08-20,13:40:04,Incoming,Page Yield,450.0,500.0,490.0,Pass,QC004,LOT20250820022,15
QC20250820988,WO20250820418,PRINTER_EP428,2025-08-20,10:09:02,Incoming,Leak Test,1.0,1.0,1.0,Pass,QC002,LOT20250820081,10
QC20250820989,WO20250820309,PRINTER_CN695,2025-08-20,13:02:33,In-Process,Page Yield,450.0,500.0,448.0,Fail,QC004,LOT20250820017,15
QC20250820990,WO20250820124,PRINTER_LX094,2025-08-20,12:00:15,Incoming,Dimension Check,1.0,1.0,1.0,Pass,QC005,LOT20250820097,25
QC20250820991,WO20250820430,PRINTER_EP068,2025-08-20,12:57:10,Incoming,Color Density,75.0,95.0,96.5,Fail,QC002,LOT20250820097,15
QC20250820992,WO20250820026,PRINTER_BR287,2025-08-20,13:00:48,In-Process,Chip Function,1.0,1.0,0.0,Fail,QC005,LOT20250820082,25
QC20250820993,WO20250820312,PRINTER_BR026,2025-08-20,10:16:17,Incoming,Page Yield,450.0,500.0,451.0,Pass,QC005,LOT20250820002,20
QC20250820994,WO20250820248,PRINTER_HP686,2025-08-20,16:11:15,Final,Chip Function,1.0,1.0,0.0,Fail,QC004,LOT20250820061,10
QC20250820995,WO20250820251,PRINTER_BR364,2025-08-20,13:16:28,Outgoing,Ink Volume,8.5,9.5,8.59,Pass,QC004,LOT20250820029,15
QC20250820996,WO20250820165,PRINTER_EP571,2025-08-20,09:18:29,Incoming,Color Density,75.0,95.0,97.3,Fail,QC001,LOT20250820044,10
QC20250820997,WO20250820298,PRINTER_CN818,2025-08-20,17:47:55,In-Process,Durability,1.0,1.0,1.0,Pass,QC006,LOT20250820007,10
QC20250820998,WO20250820493,PRINTER_HP355,2025-08-20,08:59:41,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC002,LOT20250820082,10
QC20250820999,WO20250820292,PRINTER_HP448,2025-08-20,10:30:39,Final,Weight Check,1.0,1.0,0.0,Fail,QC004,LOT20250820061,10
QC202508201000,WO20250820111,PRINTER_LX072,2025-08-20,10:38:55,Incoming,Chip Function,1.0,1.0,1.0,Pass,QC006,LOT20250820077,5
